"COUNTY","MEDINC","BACHELORS","GRAD","UNEMPRATE","FORBORN","AGE65OVER","WHITE","MALE","MGMTOCC","SALES","CONSTRUCTION","PRODUCTION"
"Brazos County, Texas",50289,41.4107276479924,19.0846222792346,2.69287974255659,12.8016079869241,9.19291425542254,75.167645889473,50.4404293855193,12.6362235350237,9.35034675081642,7.87619711591384,10.0319230910358
"Brewster County, Texas",45296,40.7591240875912,13.5474452554745,2.64391768689763,9.00227494312642,22.6844328891778,88.9069439930668,48.60795146788,17.4034936381281,9.6829846883761,6.10308389044641,8.73409532025016
"Briscoe County, Texas",37875,17.5024582104228,4.32645034414946,1.73913043478261,8.45697329376855,25.4451038575668,89.7626112759644,58.2344213649852,16.1290322580645,9.19354838709677,10,10.9677419354839
"Brooks County, Texas",25058,16.390134529148,3.74439461883408,0.606493043168034,10.3380281690141,17.8450704225352,80.5633802816901,49.943661971831,2.80974949221395,10.1218686526743,6.05958023019634,12.9316181448883
"Brown County, Texas",49180,20.1047080403546,5.1398654845613,2.45867030432947,4.56553365956884,19.8360005290305,87.9566194947758,49.7817748975003,13.6758277947428,10.5023651278367,9.42458535417041,18.0108975510448
"Burleson County, Texas",60058,21.2849822625148,5.76271186440678,2.16444323441329,6.26199484564347,21.2918791467895,78.8671382354554,49.7340571365905,12.5757771185348,7.64865213465755,17.1933445118019,15.9551141493615
"Burnet County, Texas",59919,26.751573447334,9.48521553259708,1.85462236896409,7.281063346513,22.7412299150332,88.6872213342307,49.5225877008497,15.177213439646,12.6330829146887,15.4721850947136,8.75697100981703
"Caldwell County, Texas",59846,14.7934991131864,4.15535526839686,1.45501481416293,11.8948081369549,13.9780928136021,78.3684050727515,51.0381390569166,14.4108903145048,9.44557450581547,18.7972669900381,12.8774839618213
"Calhoun County, Texas",57170,17.5108134505372,6.36947118738663,2.70318021201413,12.8225430833721,17.787610619469,78.2487191429902,51.4764788076386,10.6366307541626,5.16160626836435,16.9441723800196,16.5230166503428
"Callahan County, Texas",51955,22.443865276664,5.51323175621492,2.32640112795206,1.3826205315567,20.4957375170141,93.237337918189,49.4877856579984,14.1089936476095,11.250417920428,12.6546305583417,13.9585422935473
"Cameron County, Texas",41200,18.1524295852516,5.58171327476327,3.1700101631937,22.6316225851919,13.5113174695299,84.9029338955547,48.7578618214552,9.51876153747738,10.5867587837138,9.99701472532427,12.1829668756359
"Camp County, Texas",49539,21.8801799668482,7.47099218565001,3.66088631984586,10.0865667027361,18.4263410109754,75.1198021332509,48.4850827021178,10.2789453572793,10.4126862820023,12.7818112342377,26.2705387848682
"Carson County, Texas",74246,27.9126213592233,8.68932038834951,1.00755667506297,2.2998153432936,20.3290246768508,92.1101225449052,49.6055061272453,17.8667563930013,10.5989232839838,8.17631224764468,13.5598923283984
"Cass County, Texas",47539,18.3110687022901,5.5868320610687,4.18326693227092,2.50316645556963,22.3285114325712,77.9148056796214,47.6101593227118,9.58916160816398,9.22846837336149,12.2987595671681,20.8410310548078
"Castro County, Texas",49900,16.4486382157409,4.07463006648081,0.962052378407269,15.9238196005819,16.0296257108848,83.8777939426002,50.2579023938632,14.6190610064661,7.36575766095024,5.53837503514197,14.2254709024459
"Chambers County, Texas",95989,22.4812810438135,7.59137074653421,4.73372781065089,6.69234925183811,11.759178783679,83.977355476733,50.3159427779474,18.1795208733448,7.00495299706864,10.7247548771859,18.1593045587789
"Cherokee County, Texas",50199,17.4343257443082,5.90776415645067,3.61778106144563,10.4946409124778,17.4127357138763,77.8586576488795,51.1319997707342,10.3989411987143,8.28133862733976,12.5685384760824,17.9287199848743
"Childress County, Texas",43564,18.7571483034693,3.90773922988944,4.14092502922024,8.20058179803297,13.2705360853304,78.7920764648843,63.346723922981,10.4778156996587,8.05460750853242,13.6860068259386,13.4470989761092
"Clay County, Texas",63125,23.6165748754262,6.42538683451351,1.5847121883011,3.26503255457679,23.2382229031023,93.8720796629644,50.0670241286863,14.1961112272632,10.2864311101819,11.1436337026971,18.1266987246498
"Cochran County, Texas",41000,8.24468085106383,1.96808510638298,5.74555403556772,12.6573426573427,16.1188811188811,80.7692307692308,52.1328671328671,12.9402129402129,6.30630630630631,7.6986076986077,20.966420966421
"Coke County, Texas",45072,22.1863654699476,8.39048003227108,1.26488095238095,3.24439053972104,27.865372953305,89.8423286840509,48.2413583990297,7.93650793650794,6.34920634920635,17.1152518978606,11.5942028985507
"Coleman County, Texas",46948,16.8602721539993,5.12777962163956,3.25130499627144,5.40997464074387,24.6226301171356,85.2795556092259,51.4792899408284,11.1643642514801,10.2621934028757,10.6287003101212,20.7499295179025
"Collin County, Texas",100541,53.2282004550993,19.4465122389105,2.82333967680547,21.3371661905415,10.9525683920488,65.9331953663778,49.2573839159157,24.6116212139369,11.9428735560032,4.86122603483663,6.50547544183021
"Collingsworth County, Texas",41202,22.3153483499214,4.08590885280251,3.68070953436807,9.28887376658727,17.8972439605308,69.7175910173528,51.5481456277645,11.7251680358476,12.3226288274832,10.0821508588499,11.3517550410754
"Colorado County, Texas",52663,19.0727740321123,4.96976437061236,2.16736549932085,10.3853537481856,21.9787423327246,70.9884347052489,49.4076883457414,13.5498073747936,13.032471106219,13.0764997248211,14.8486516235553
"Comal County, Texas",80781,37.9173038635773,13.2575429687124,2.41788970471271,5.87694146560928,18.2573310681502,87.1005432410473,49.4349353012671,19.6880043033889,11.6991116991117,9.06037829114752,10.4429873660643
"Comanche County, Texas",54889,20.129803234779,5.77933450087566,3.55083737530887,8.44303890564095,24.0200044127381,88.3871442229904,50.3125689490329,14.6954614476126,6.006411337945,13.4975535684157,15.0666441707441
"Concho County, Texas",53333,13.1854332356635,2.51151109250733,0.429855412270418,21.5374420145792,22.4320742213386,90.0596421471173,63.7176938369781,24.6867167919799,10.4010025062657,13.6591478696742,5.0125313283208
"Cooke County, Texas",62733,21.7653907728133,7.0368214233736,2.58090817862519,8.02908875037103,18.4154546354012,89.6878401108143,49.5893934896606,12.9195661072452,7.1479738027016,11.6148178469095,19.0595579205894
"Coryell County, Texas",54712,16.9223374017723,5.68466811569972,2.81309440384423,6.30491161215201,10.1593098338097,70.4377050915635,49.9139938604848,12.4122473145564,8.99094984352533,10.8094392286222,12.572951027658
"Cottle County, Texas",40250,18.8555347091932,7.03564727954972,5.08885298869144,0.246305418719212,21.4285714285714,78.2019704433498,45.628078817734,17.9916317991632,4.60251046025105,10.7391910739191,6.69456066945607
"Crane County, Texas",54596,13.3053221288515,3.46638655462185,1.80547466511357,19.8143068157839,13.8847858197932,53.9565309136949,51.7197721038194,5.94154288452324,6.22903689506469,25.4911356013416,15.4767609008146
"Crockett County, Texas",46695,9.67219749089437,4.41116956697693,0,9.49012673150604,17.359269083407,42.7939876215738,47.1853816681403,6.21531631520533,5.66037735849057,19.6448390677026,18.2019977802442
"Crosby County, Texas",42470,14.8691938067272,3.55045381740523,3.22944896115628,4.58891013384321,18.3904050060838,81.5400660524944,50.391100295498,13.5376260667184,7.02094647013188,12.3351435221102,12.1411947245927
"Culberson County, Texas",34853,16.454802259887,1.55367231638418,5.81395348837209,13.1470453504352,15.3000458085204,67.5675675675676,55.4283096655978,7.20430107526882,1.50537634408602,23.4408602150538,16.0215053763441
"Dallam County, Texas",58956,17.0101925254813,3.73725934314836,2.20660027338411,21.6584158415842,11.4411441144114,80.2530253025303,50.7838283828383,16.5784341042073,7.24435775982168,11.2287545277236,24.2964614098635
"Dallas County, Texas",61870,32.4839284009745,12.0357793547171,3.45818832223716,24.2710572653294,10.7319969160775,56.2603474217142,49.312828248242,16.5137900626406,9.97650976099252,11.4047010886091,13.470549778021
"Dawson County, Texas",40469,14.46036058286,2.82785873055075,3.58645562011621,5.55685267335979,14.7560121410226,69.5462681920772,54.9692583080395,9.84433238324929,9.12080684060513,13.1111598333699,12.365709274282
"Deaf Smith County, Texas",49790,12.0025556772545,3.47754654983571,2.1413596885295,18.8429929634205,12.8645861309556,81.0656926465059,50.0725143685879,11.1824123588829,6.97563874034462,10.8496732026144,27.0825906120024
"Delta County, Texas",49868,21.6088765603329,7.62829403606103,2.44926522043387,1.02330869812393,20.1629713852568,85.3894258101194,44.8739814288421,17.2805820827649,9.18599363346976,11.8235561618918,14.1427921782628
"Denton County, Texas",90354,45.7565320936245,14.976966214187,2.79186087513075,15.5928466153721,10.2707470203902,71.3647599484733,49.1875268367975,23.2211286396904,11.5660206051978,5.72312138481933,9.68367568765692
"DeWitt County, Texas",53815,12.2090991683556,3.06101055279894,3.3161522697634,3.4822179354009,19.5775832220409,64.8464163822526,52.0502547361132,10.3387533875339,6.85636856368564,16.3550135501355,17.0460704607046
"Dickens County, Texas",41141,18.607516943931,7.20887245841035,3.03030303030303,7.92850595783685,24.243813015582,87.9926672777269,48.6251145737855,9.45945945945946,4.2997542997543,13.7592137592138,15.970515970516
"Dimmit County, Texas",25996,14.8452012383901,6.76470588235294,3.77309729939269,10.8580922595778,17.2595777951525,70.1915559030492,47.9182955433933,8.80874963050547,11.2030741945019,10.2276086313923,10.8483594442802
"Donley County, Texas",51875,18.0870353581142,5.25838621940163,0.923531584780199,3.13536328007235,23.0328610189931,89.6593307205306,49.5327102803738,16.7652859960552,12.0973044049967,8.61275476660092,9.33596318211703
"Duval County, Texas",45349,9.16479820627803,3.81165919282511,4.80389881643073,4.43094514918706,17.3217795247454,92.2815794175451,50.7682687153832,10.1005377601122,7.27145195230302,14.7299509001637,13.5609071779285
"Eastland County, Texas",41559,19.2433293508562,7.20828355236957,2.43491164171051,4.40155284597299,22.3467658155175,92.1592213899065,49.937120673629,15.0118039161228,7.98500208304402,12.8037772531593,12.2899597278156
"Ector County, Texas",63096,16.6053605009196,4.88623917670641,4.49496276086459,13.9417648256585,9.57813743698594,73.3894006799657,50.8462549439429,9.86953001605989,12.347530626601,17.3314043773144,20.0416760681152
"Edwards County, Texas",40643,18.2167563412759,3.15142198308993,0,6.06995884773663,24.1255144032922,99.8971193415638,51.4917695473251,6.44808743169399,9.83606557377049,22.6229508196721,3.82513661202186
"Ellis County, Texas",79834,25.2843878212049,8.05096091556899,2.35859023775347,7.57393416683381,12.8050411178712,78.0570970114328,49.3637315861024,16.68549063461,10.7162426614481,11.279843444227,15.4878389712049
"El Paso County, Texas",48292,24.0279366116648,7.95407690931298,3.70029194183838,23.9069678521714,12.18116535132,69.3122957528542,49.3563862518894,11.7912668974148,10.8647981329695,9.47100803860334,13.3152756012041
"Erath County, Texas",55383,32.9749541844838,10.74322948483,3.07102841717222,7.64221096007199,13.9061241888884,88.5520769194335,48.5317103206555,11.9138024557424,8.13156467281424,10.6021006953006,11.6179298781991
"Falls County, Texas",36854,12.4200688637482,3.44318740777177,3.57193580457321,5.55523407210231,18.7373415890284,70.0769631387072,47.3005034430878,8.91071741799684,6.41992632871426,9.41940010524469,25.8024907910893
"Fannin County, Texas",57898,17.9361079499268,5.74703300276378,2.48070175438597,4.9392227358329,18.6183872624551,86.9742623979912,52.9932089254123,14.2896608881829,10.1111955245528,12.8530975896125,15.5811865460322
"Fayette County, Texas",62872,22.3359324236517,6.03205544726013,2.24122107907067,7.10579474789084,25.3931160137838,89.6700598090862,49.8514675010892,12.4839361116211,9.16100605838076,13.6956122636314,18.5790343308243
"Fisher County, Texas",52683,20.3147877013177,5.45387994143485,1.65530671859786,2.24719101123596,22.2106088319833,86.1510321400575,49.4120721191534,13.8331573389652,6.65258711721225,10.9292502639916,13.1467793030623
"Floyd County, Texas",52714,15.675389902194,4.54665609304785,1.64646695632289,6.62400553441716,18.7824282255275,89.3289519197509,49.1006572120374,14.5740815502624,5.73274121921679,7.75131207105369,14.4529672991522
"Foard County, Texas",39306,12.7683615819209,3.27683615819209,5.09125840537944,3.06545153272577,33.9685169842585,80.115990057995,50.4556752278376,21.4417744916821,1.84842883548983,15.7116451016636,16.2661737523105
"Fort Bend County, Texas",100189,46.473355465001,18.7127314778395,3.76139163127993,28.643607471058,11.1036652286279,48.3952296900209,49.0907734557942,21.2862901949196,11.4060174973881,5.83149529850037,8.60648817501609
"Franklin County, Texas",59632,30.2871006874242,7.80428629195309,3.99248473461719,7.20720720720721,21.8445249373084,84.8054239806817,50.5990526609083,16.1571168252683,11.9862320307755,8.34176958898562,16.6835391779712
"Freestone County, Texas",52232,14.7689650208723,4.08089822945156,1.56072286111462,6.73622366288493,19.8743922204214,77.1525526742302,52.1069692058347,11.9972067039106,8.88268156424581,13.6033519553073,15.6284916201117
"Frio County, Texas",48708,8.19816220535358,3.9792249300839,3.47750218122897,16.8640383750562,12.1121271173737,78.9536801079298,60.9353919952031,9.94076000577951,6.90651639936425,9.83961855223234,13.4807108799306
"Gaines County, Texas",62994,10.4455227172475,3.07013674459638,2.37531345778768,24.5101295250747,8.98609859088105,88.4233999145989,50.6618588983252,14.7773514707592,9.95233112428787,21.67189861644,14.1262643878619
"Galveston County, Texas",74633,32.1175439292023,10.8879227180822,3.76460390442451,9.62796208530806,14.3287914691943,75.219490521327,49.1777251184834,16.8433074176565,9.81093478410923,8.35262890382335,12.1816230869148
"Garza County, Texas",58938,12.293411817976,4.09780393932533,3.21740747628789,30.9555408095554,15.2952886529529,74.9004644990046,63.1386861313869,14.1076487252125,4.81586402266289,11.5580736543909,22.3796033994334
"Gillespie County, Texas",61445,34.146964203646,10.3201756625645,2.47477717956838,9.01454927253637,29.3235338233088,90.4567271636418,48.3125843707815,17.4336717982312,10.3177202751392,10.1293809367835,11.8080576482149
"Glasscock County, Texas",74375,25.4545454545455,7.37967914438503,0,22.9440221147201,11.6793365583967,70.4215618521078,55.0794747753974,28.2170542635659,1.08527131782946,13.0232558139535,23.4108527131783
"Goliad County, Texas",50000,15.9352919300855,4.16511714391967,2.21711282640828,3.87965162311956,23.884930060702,86.0913169701768,49.7360781208762,16.3993453355155,7.56137479541735,15.5482815057283,16.4320785597381
"Gonzales County, Texas",58210,12.4452039527454,3.84872575971469,1.5050060582871,11.7198002688688,16.7130785481083,66.8379105050893,51.0034568849626,11.8163628279235,7.48110271231659,12.4499777678968,27.1787461093819
"Gray County, Texas",54679,15.1009237085186,4.48853917208348,2.9322073657049,10.2705887685265,16.0766894801251,83.6785568599012,53.0299596609709,10.2603036876356,10.6073752711497,16.8763557483731,15.4880694143167
"Grayson County, Texas",58296,20.5865057086112,6.50970297469127,2.71856481085143,5.97781722048724,17.7971496401477,83.9627940416545,48.7818942985314,12.3164528615759,11.7102274544931,10.6881218209156,16.3041044179276
"Gregg County, Texas",52027,21.1634141779413,6.31460814265229,2.48201249934352,8.51552579003988,15.4060809007304,71.1808335962081,48.6051458752922,12.2085690605744,10.7221361392382,11.6608410507729,17.5399084717668
"Grimes County, Texas",56086,18.2583839518146,7.00832014700628,2.69664895252317,6.37325552782367,17.4148416353218,74.1027173339895,53.928357999086,15.2047324151955,11.0361401238562,13.966170625751,15.6853683334874
"Guadalupe County, Texas",75774,28.0185528756957,9.92949907235622,2.81320626491552,6.70244740231859,13.9673679690854,72.0977734159357,49.4639023492609,14.0508775180665,11.2502316224158,9.5454906424544,16.1923921963099
"Hale County, Texas",47500,17.189777475464,6.01010591779225,2.48901903367496,10.3218480112363,13.3729791112572,81.2927711203419,52.3503571108388,13.4520625087991,9.96761931578206,10.5800366042517,17.9712797409545
"Hall County, Texas",40197,18.2604517059106,5.04565112926478,5.96330275229358,10.1818181818182,22.0165289256198,73.8181818181818,48.4297520661157,14.0392156862745,6.90196078431372,12.6274509803922,10.9803921568627
"Hamilton County, Texas",46893,20.5635692720564,4.91445823549145,1.17921094773621,4.80199193739625,25.0059283851079,93.5262034621769,50.2134218638843,14.9561005146836,13.01846805934,14.1083863154708,15.0166515289131
"Hansford County, Texas",46507,23.2078853046595,2.83751493428913,6.91886510701842,20.4198121892837,16.5162953415577,87.018965199779,51.2612778493832,21.5330084182543,11.16526362428,6.86752326096588,12.2729286663713
"Hardeman County, Texas",47188,16.2903786036818,5.80062521708927,2.96387774004322,6.7710965133906,22.511369378474,83.5270338554826,49.1915108640728,12.3379989631934,6.79108346293416,13.1156039398652,14.2560912389839
"Hardin County, Texas",61221,18.0601662420546,4.17149180370056,2.21435883740597,1.98584280633238,16.8787921054467,90.3183625078457,48.383778506172,14.159109645507,12.4319868095631,11.8755152514427,17.7493816982688
"Harris County, Texas",63022,32.2637410761612,11.786843921776,4.15904955239551,25.9795680433892,10.4984201842111,57.0318520517309,49.653431850428,15.764519899983,10.4271757104728,11.2689495645783,13.4237787910446
"Harrison County, Texas",54234,20.3229448961156,6.35953026196929,3.52331206753657,5.15124648744496,16.9323936465956,71.577982478549,48.4664973627662,11.6055661510207,8.51875397329943,12.3896305714488,17.6273221727767
"Hartley County, Texas",53722,21.1049188272353,9.20765689362733,0.199556541019956,8.03507516105941,14.7279885468862,83.303507516106,60.5046528274875,19.8705179282869,9.26294820717131,5.27888446215139,11.3545816733068
"Haskell County, Texas",48955,16.6541447533183,6.91209616829452,3.72384937238494,8.64997373489757,23.5335317807739,87.1125897391,53.3356680091052,10.2372583479789,11.3796133567663,14.8506151142355,10.7205623901582
"Hays County, Texas",68724,38.5768486832317,13.7062937062937,3.75989595114228,9.11873336714133,11.0004622420084,82.6587442275846,49.6883232283341,17.0730209959482,11.6363508796548,9.16402097840768,10.4927119327849
"Hemphill County, Texas",59605,20.6481096800997,4.36227669297881,4.37956204379562,17.5083311971289,15.0730581902076,85.7985132017431,54.7551909766727,13.4604598990466,12.5070106561974,20.9197980931015,9.02972518227706
"Henderson County, Texas",49469,18.3151067720012,6.67713112774692,3.21849773429763,4.74081665019703,22.2718344740085,87.4025546243092,49.0929497736949,12.6569957297162,9.57987942727958,12.2048480281336,14.9208741522231
"Hidalgo County, Texas",41846,19.3025736490299,5.94237398427558,4.26548655199144,26.3369243221462,11.072570334337,75.9373943983362,48.9967333885317,9.71536450769678,12.2715775970568,12.4927388905025,12.319984993707
"Hill County, Texas",55615,17.5021240441801,5.41732410891289,3.66328374808842,6.8957877537456,20.6153590517599,84.5301725331635,50.0263092303858,11.6393442622951,11.1601513240857,13.3039092055485,20.4161412358134
"Hockley County, Texas",47010,15.6532628356755,4.79337693056908,4.00091059131524,8.7618550421996,14.4696771948142,81.7019055077003,49.8346819803359,11.4824421388667,8.3000798084597,14.3954509177973,16.4604948124501
"Hood County, Texas",71253,29.2604871759451,9.55012202422066,3.28394402087914,2.94210745522699,24.9279466888796,94.2274052478134,48.7097042898792,13.9456457052172,12.2277325927395,10.5891688157112,19.7738543939695
"Hopkins County, Texas",54600,21.296258765352,6.26646670179563,2.67981600223028,6.84591914569031,18.7288874359813,83.0200501253133,49.1037376048818,13.1205884097515,10.2378551515511,11.8393736283291,18.4352571326888
"Houston County, Texas",40838,15.5756207674944,4.5859569918023,1.32174828857293,2.95527852846308,22.0076715194839,70.4428558974806,53.9883183680586,9.0155824882513,7.58100420479842,7.79124412564927,17.3880781597823
"Howard County, Texas",57761,13.3812484858273,4.24372123071953,3.56527136059582,11.1368845442245,12.8544997652777,78.6623588214177,56.2698478446966,11.1087689713322,9.16947723440135,15.9288926363125,16.0061832490163
"Hudspeth County, Texas",31505,9.88446726572529,0.353016688061617,3.49054090061284,37.529336462556,13.8468103264348,53.8510774482612,50.9921058246213,4.91684743311641,13.3767172812726,3.68763557483731,16.6305133767173
"Hunt County, Texas",57467,20.3861344075024,6.93751671832958,2.93126152225441,6.89798548886718,16.0142200785846,78.6002370013098,49.0478368433089,14.8970362037696,10.0185954682155,11.526894556808,13.9144608462086
"Hutchinson County, Texas",57921,15.3994983876747,3.60444285202436,4.23277219329054,5.08884150675195,16.5742714996446,85.0746268656716,51.1158493248046,9.63337275561767,8.8592624448984,12.6760563380282,23.4705945597248
"Irion County, Texas",53778,20.5056179775281,4.30711610486891,3.26797385620915,4.63618802318094,18.158403090792,73.7282678686413,51.513200257566,21.0682492581602,4.15430267062314,13.5014836795252,22.5519287833828
"Jack County, Texas",54087,14.4988647421343,5.3357119688615,1.52976846747519,6.07560756075608,17.8217821782178,91.550405040504,57.2682268226823,10.9389525875426,10.412147505423,16.7338084908584,16.7338084908584
"Jackson County, Texas",58243,15.3962340147014,3.96737488671836,2.69823309252328,6.81419511536905,18.1149642423425,83.2478747807314,48.5831871542302,13.5293162254345,7.97466298522008,17.1187266525905,18.7266525905473
"Jasper County, Texas",42756,13.3127952351612,5.44259601560896,5.21917711210254,3.31533659524211,20.0241831168101,76.2555536808953,49.4235419830156,8.03490136570561,8.85432473444613,12.9059180576631,17.443095599393
"Jefferson County, Texas",50840,19.2661695237529,6.3329273002763,3.17784330032005,11.9939479173251,14.3977940711712,54.8949971556792,51.1408886922445,9.87180722891566,10.8375903614458,14.2843373493976,15.4824096385542
"Jim Hogg County, Texas",35736,13.2248939179632,3.42998585572843,5.00426499857833,2.56410256410256,13.9194139194139,91.7486022749181,52.111046847889,6.56970912738215,7.87362086258776,17.0010030090271,20.962888665998
"Jim Wells County, Texas",45857,16.1681049494989,3.60280174915831,2.03719524216337,4.20139229336209,15.4059221492303,93.1267771350132,49.5955485831944,10.0424850686534,12.8132504156148,13.8291977095006,15.7133181454344
"Johnson County, Texas",65311,19.5204898644125,6.05189635011738,2.19531173275517,4.20053805169265,14.0797973844385,88.8176284875612,49.9390169176991,12.1112806784919,8.85642090515624,10.6639813865052,27.4236321332966
"Jones County, Texas",52471,11.8487564871605,2.64878344678843,1.96101735203233,3.73352118345577,15.4724766025964,68.7732716111502,62.5037737747811,13.8722747443565,7.06154736639012,11.4412502411731,11.6148948485433
"Karnes County, Texas",52896,15.8918406072106,4.60151802656546,1.47459528770636,10.8316717051521,14.1956647584743,76.2204926995562,59.0081687785425,11.0512667065629,9.15619389587074,16.3574705765011,13.0261320566527
"Kaufman County, Texas",72179,20.1788318089247,5.99399877083258,3.56535807171674,7.59677021696252,11.7626664201183,77.2189349112426,49.208733974359,15.4406538734897,9.520578923564,12.3344317374168,13.4716030238418
"Kendall County, Texas",98692,45.263461908735,16.5618381361915,2.63904338153504,6.5617374865358,19.2323756347409,87.7294409883274,49.0426677804401,23.190687467201,11.3257955250227,10.0853966890893,6.84604742140165
"Kenedy County, Texas",40083,1.48148148148148,1.11111111111111,0,25.0639386189258,28.1329923273657,93.0946291560102,49.3606138107417,7.14285714285714,16.2337662337662,9.09090909090909,9.09090909090909
"Kent County, Texas",61706,32.8451882845188,14.4351464435146,2.53411306042885,1.84659090909091,30.3977272727273,93.3238636363636,45.5965909090909,16.5991902834008,9.7165991902834,10.9311740890688,4.45344129554656
"Kerr County, Texas",57196,28.1845034020782,10.0137138034706,2.37310025137797,6.8473991761663,27.4279145512022,84.3203371970495,48.4280103458186,14.5353143653871,11.7380506296022,11.9907629297198,9.25885582327567
"Kimble County, Texas",46602,24.7282608695652,9.45048309178744,1.87245590230665,4.68571428571429,28.5028571428571,86.1028571428571,46.6742857142857,13.7733142037303,10.234337637494,13.5341941654711,11.7647058823529
"King County, Texas",39286,13.5135135135135,3.6036036036036,4.40528634361234,12.1863799283154,11.1111111111111,97.1326164874552,55.9139784946236,17.5257731958763,4.12371134020619,5.15463917525773,6.18556701030928
"Kinney County, Texas",39972,18.7651751647589,5.86194935830732,0.466998754669988,9.36309199782254,29.2868807838868,97.2509526401742,59.5264017419706,13.0204390613172,4.23921271763815,12.7176381529145,13.3232399697199
"Kleberg County, Texas",47301,24.3022504259945,7.15083142370292,3.46409821834567,6.71440195280716,13.3962571196094,81.5882831570382,50.486574450773,10.334532649468,10.7785347929266,12.9296486258899,13.5114445380081
